,Company,TypeName,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,GpuType,OpSys,Weight,Price_euros
622,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,1TB HDD,AMD,Radeon,Windows 10,2.2kg,776.0
623,Fujitsu,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.2kg,799.0
624,HP,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 7,1.88kg,932.0
625,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.2kg,899.0
626,Mediacom,Notebook,14.0,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44GHz,2GB,32GB Flash Storage,Intel,HD,Windows 10,1.4kg,239.0
627,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,Intel,HD Graphics,No OS,2.2kg,468.0
628,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,6GB,1TB HDD,Intel,HD Graphics,Windows 10,1.5kg,639.01
629,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2kg,1820.0
630,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.1kg,1900.0
631,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.62kg,1479.0
632,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.8kg,829.0
633,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,Nvidia,GeForce 920MX,Windows 10,2.2kg,579.0
634,Asus,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2kg,399.0
635,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,1.99kg,906.62
636,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.23kg,1869.0
637,Lenovo,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,2GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.42kg,249.0
638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.37kg,1757.42
639,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7700HQ,2.8GHz,16GB,1TB SSD,Nvidia,GeForce GTX,Windows 10,2.06kg,2399.0
640,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.5kg,1109.0
641,HP,Notebook,17.0,1600x900,AMD,A9-Series 9420,3GHz,8GB,1TB HDD,AMD,Radeon,Windows 10,2.6kg,520.9
642,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.14kg,2450.0
643,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,GeForce GTX 1050,No OS,2.5kg,1169.0
644,Acer,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.4kg,450.0
645,Lenovo,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,32GB Flash Storage,Intel,HD,Windows 10,1.43kg,274.0
646,Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,Graphics,Windows 10,1.8kg,919.0
647,Razer,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,1.95kg,2599.0
648,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1213.0
649,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1584.0
650,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,32GB,512GB SSD,Nvidia,GeForce GTX,Windows 10,3.8kg,2799.0
651,Acer,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Linux,2.4kg,709.0
652,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.2kg,1449.9
653,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.2kg,1191.8
654,HP,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,1.86kg,364.9
655,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,500GB HDD,Intel,HD Graphics,Windows 10,2.0kg,1064.0
656,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,8GB,256GB SSD,AMD,Radeon,Windows 10,2.2kg,919.0
657,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,16GB,256GB SSD +  2TB HDD,AMD,Radeon,Windows 10,2.2kg,1135.0
658,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.31kg,1196.0
659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,3147.37
660,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.56kg,1229.0
661,Lenovo,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.2kg,419.0
662,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.2kg,535.0
663,HP,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2GHz,6GB,1TB HDD,AMD,Radeon R5,Windows 10,2.04kg,539.0
664,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.7kg,1486.77
665,Toshiba,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.1GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.1kg,498.0
666,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.06kg,955.0
667,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,AMD,Radeon,Windows 10,2.1kg,745.0
668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.0kg,1258.0
669,Acer,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,128GB SSD,Intel,HD Graphics,Linux,2.1kg,412.0
670,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel,Core i7 7600U,2.8GHz,8GB,256GB SSD,Intel,Iris Plus Graphics,Windows 10 S,1.252kg,1867.85
671,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD +  1TB HDD,AMD,Radeon R5,Windows 10,1.90kg,817.95
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1034.0
673,Lenovo,Notebook,15.6,1366x768,AMD,E-Series E2-9000,2.2GHz,4GB,128GB SSD,AMD,Radeon R2,Windows 10,2.2kg,349.0
674,HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,128GB SSD,Nvidia,GeForce,Windows 10,1.63kg,699.0
675,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,1294.0
676,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.1kg,1135.0
677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Celeron Dual Core N3350,1.1GHz,8GB,64GB Flash Storage,Intel,HD Graphics,Chrome OS,1.4kg,495.0
678,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.09kg,2299.0
679,Acer,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,16GB,256GB SSD,Nvidia,GeForce GTX 1050,Windows 10,2.5kg,1299.0
680,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.2kg,997.9
681,Asus,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.86kg,419.0
682,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.21kg,2051.0
683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,256GB SSD,AMD,Radeon R5,Windows 10,2.5kg,699.0
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8GHz,8GB,512GB SSD,Intel,UHD Graphics,Windows 10,1.19kg,1499.0
685,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7820HK,2.9GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.49kg,2813.75
686,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,AMD,Radeon,Windows 10,1.86kg,612.61
687,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,AMD,Radeon R5,Windows 10,2.2kg,545.67
688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD,A10-Series 9600P,2.4GHz,6GB,2TB HDD,AMD,Radeon R7,Windows 10,2.65kg,569.0
689,Lenovo,Notebook,15.6,1366x768,Intel,Celeron Dual Core 3855U,1.6GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,318.0
690,Acer,Notebook,14.0,1366x768,Intel,Celeron Dual Core 3855U,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.45kg,375.0
691,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.7kg,699.0
692,HP,Workstation,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,500GB HDD,Nvidia,Quadro,Windows 10,3.14kg,1907.99
693,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.42kg,2590.0
694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.5kg,973.0
695,Acer,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3050,1.6GHz,4GB,32GB Flash Storage,Intel,HD,Windows 10,1.4kg,269.0
696,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.38kg,1749.0
697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel,Core M M3-6Y30,0.9GHz,4GB,64GB Flash Storage,Intel,HD Graphics,Chrome OS,1.2kg,669.0
698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1877.0
699,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,4GB,500GB HDD,AMD,Radeon,Windows 10,2.1kg,689.0
700,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.56kg,819.0
701,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD,A9-Series 9420,2.9GHz,4GB,256GB SSD,AMD,Radeon,Windows 10,2.2kg,399.0
702,Lenovo,Notebook,15.6,1366x768,AMD,A12-Series 9720P,3.6GHz,8GB,1TB HDD,AMD,Radeon,Windows 10,2.2kg,429.0
703,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD +  1TB HDD,Intel,HD Graphics,Windows 10,2.1kg,621.45
704,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,1.90kg,450.0
705,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.18kg,795.0
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.6kg,999.0
707,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,16GB,512GB SSD,Nvidia,Quadro,Windows 7,2.18kg,1855.0
708,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6300HQ,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.8kg,1191.0
709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD,A10-Series 9620P,2.5GHz,6GB,2TB HDD,AMD,Radeon,Windows 10,2.71kg,655.01
710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.5kg,1249.0
711,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8GHz,8GB,256GB SSD,Nvidia,GeForce,Linux,1.64kg,1089.0
712,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Linux,1.98kg,726.0
713,Asus,Notebook,14.0,Full HD 1920x1080,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.5kg,298.0
714,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.93kg,1426.66
715,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.87kg,857.07
716,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.9kg,1179.0
717,Lenovo,Notebook,15.6,1366x768,AMD,A6-Series 7310,2GHz,4GB,500GB HDD,AMD,Radeon,Windows 10,2.19kg,298.0
718,Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel,Atom Z8350,1.92GHz,4GB,32GB HDD,Intel,HD Graphics,Windows 10,1.4kg,265.0
719,HP,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.63kg,1200.0
720,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6500U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.17kg,1686.64
721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.58kg,836.6
722,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.32kg,1499.0
723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.36kg,3659.4
724,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.7kg,1348.48
725,Lenovo,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,1.9kg,489.9
726,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,128GB SSD +  1TB HDD,AMD,Radeon,Windows 10,2.2kg,719.0
727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,1.71kg,649.0
728,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,AMD,Radeon R7,Linux,2.32kg,589.52
729,HP,Notebook,15.6,Full HD 1920x1080,AMD,A9-Series 9420,3GHz,4GB,1TB HDD,AMD,Radeon,Windows 10,2.1kg,489.0
730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.2kg,1935.0
731,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,12GB,1TB HDD,Intel,HD Graphics,Windows 10,2.25kg,649.0
732,HP,Notebook,15.6,Full HD 1920x1080,AMD,A9-Series A9-9420,3GHz,6GB,128GB SSD +  1TB HDD,AMD,Radeon,Windows 10,2.1kg,650.0
733,Acer,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.4kg,559.0
734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.44kg,960.0
735,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,1.85kg,779.0
736,HP,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD,Nvidia,Quadro,Windows 10,2.6kg,2419.0
737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,1TB HDD,Intel,UHD Graphics,Windows 10,1.55kg,659.0
738,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.8kg,2094.48
739,Acer,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.4kg,410.8
740,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce,Windows 10,2.0kg,1207.0
741,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2kg,665.0
742,Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.25kg,1535.0
743,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.7kg,999.0
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7600U,2.8GHz,16GB,1TB SSD,Nvidia,Quadro,Windows 10,2.5kg,3299.0
745,Acer,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,2GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.68kg,330.0
746,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,256GB SSD,Intel,HD Graphics,Windows 10,0.81kg,1649.0
747,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.86kg,539.0
748,Dell,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.6kg,1126.71
749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel,Xeon E3-1535M v5,2.9GHz,16GB,256GB SSD,Nvidia,Quadro,Windows 7,3kg,4389.0
750,Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.4kg,475.0
751,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.84kg,1900.0
752,Asus,Notebook,15.6,1366x768,Intel,Core i5 6300HQ,2.3GHz,4GB,1TB HDD,Nvidia,GeForce GTX,No OS,2.45kg,579.0
753,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,180GB SSD,Intel,HD Graphics,Windows 10,1.7kg,1096.0
754,Asus,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.37kg,849.9
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 6260U,1.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1199.0
756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1099.0
757,HP,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 7,2.59kg,1561.0
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,2868.99
759,Acer,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.1kg,599.0
760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.5kg,1048.0
761,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,16GB,256GB SSD,Intel,HD Graphics,Windows 10,1.18kg,1859.0
762,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel,Core i5 7Y57,1.2GHz,8GB,256GB SSD,Intel,HD Graphics,Chrome OS,1.1kg,1559.0
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1129.0
764,Dell,Notebook,13.3,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.65kg,849.0
765,Acer,Notebook,13.3,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.6kg,655.0
766,Asus,Notebook,17.3,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.8kg,470.34
767,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.72kg,1099.0
768,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.31kg,1599.0
769,Acer,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2.1kg,298.0
770,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,256GB SSD,AMD,Radeon R7,Windows 10,2.3kg,1181.27
771,Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,256GB SSD,AMD,Radeon,Windows 10,1.71kg,1799.0
772,Toshiba,Notebook,14.0,IPS Panel 1366x768,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.75kg,1020.0
773,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.62kg,1099.0
774,HP,Ultrabook,12.5,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1244.0
775,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,12GB,2TB HDD,Nvidia,GeForce,Windows 10,2.3kg,839.0
776,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel,Core i7 6820HQ,2.7GHz,16GB,512GB SSD,Nvidia,Quadro,Windows 7,2.5kg,2370.0
